,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
ability,3.458523,0.101556696,1.1496269,0.2352622,2.1896303,-1.9397333,-1.6910912,-2.5461345,-2.0705302,3.2486534,2.8407412,-1.4291942,7.0737267,-1.1022162,0.9871035,3.4294114,0.27319905,5.7455707,-1.3947237,3.7803814,2.9993997,-3.3711925,1.0123671,-0.60938865,-2.6628666,1.7050469,5.128302,4.3865905,1.1544671,5.341493,-0.15351935,-0.19959311,-0.06006959,-1.1185914,1.5366364,0.21321203,-3.639126,0.7986858,2.8234692,-1.0293753,-5.1529765,-3.797404,4.521714,2.5347767,0.25376725,-2.938126,-2.4347908,0.0750133,-1.8635405,-0.76676697,3.6708572,-1.6928958,-4.904462,-2.3545063,-0.49592867,1.1590573,-3.8497086,0.3662792,2.3379805,-1.4158288,-3.4785023,-1.2931466,-0.11116982,1.383446,-1.0985781,-8.309479,1.1223488,-1.6636592,0.7873836,2.2009928,-4.049021,1.47681,4.5036035,-6.1809826,5.6548576,-0.7986084,-2.0729673,2.545807,-1.1005341,2.3352861,0.5276644,-5.3798585,-1.033761,-4.2233477,3.1778188,-2.9649782,3.9078395,6.180116,-0.27680907,-5.127943,-4.0977592,-1.8944149,0.69304717,-3.7829132,2.021662,-3.5031912,-4.8675404,2.9046423,3.9997332,1.5577261,2.583176,-1.4219973,-0.5771557,-4.9054165,0.7084555,5.4736195,2.4409797,-3.3512852,3.4103467,0.22611089,-0.50259465,-2.6072552,0.39237016,-0.39351186,5.317644,-2.0579753,-0.0947239,-1.259731,-4.6928115,-0.005043328,5.137925,1.9787426,5.8565593,0.44598278,2.7739,-1.4683783,-0.5538935,2.5095258
ablaze,0.8707414,-6.6539817,-1.1291673,-2.0818315,0.86941975,4.9287467,7.6921554,-1.7060535,2.4213004,2.4804208,7.612059,-0.99150884,-5.312141,-3.0806584,10.617139,2.732182,3.0206647,-1.3295652,-0.5043168,-0.6581535,-2.9470875,-2.620151,-2.6397157,-2.1733027,-0.6783462,1.0956452,-0.19552839,10.14361,-0.14055632,-1.0865667,-3.2515554,-1.0658213,-3.0977335,1.8754203,-0.41130608,2.5042484,-3.3577828,2.4641044,-2.335587,5.2418423,2.3968165,-1.2219247,-0.4581944,-1.6979948,5.405039,-0.7751528,-0.11238717,-3.773886,-3.5242958,-4.0612407,-3.9383695,-2.9336982,10.113507,5.920936,1.4325454,6.704879,-1.9874432,-1.0897217,2.8454714,-5.534467,2.3040833,1.8728216,1.4870787,3.17888,1.82398,5.221325,1.5138872,1.0056437,5.551572,-4.237356,-2.271623,-2.5754054,1.4157169,0.194553,0.86178994,-3.3330326,0.45278198,4.494531,4.051892,-0.2688503,-1.5669439,-0.22264622,3.8722575,2.891582,-0.96395856,-4.4020953,3.5966,-0.6607671,1.2907597,-2.368542,1.0500364,3.9259698,3.054801,-6.017335,1.8107237,3.7675314,-0.20004684,-0.7707088,0.96525526,10.590304,-1.3717763,1.1425633,0.3762839,-0.3873353,3.845305,-2.922929,-5.3102703,-5.480529,-4.275152,-0.42659554,6.4315786,0.10793052,-4.181194,-5.525051,0.4499854,2.6361375,-0.41962802,-5.790984,-3.4452717,-1.0250002,0.38303894,0.85393167,1.2232168,4.0235167,4.2461734,-0.8548857,6.086997,4.1079946
able,-0.48524758,-3.3864555,-2.0787606,1.5216625,-0.48381555,2.2396965,0.21848218,-1.6495678,1.2016773,-0.1891703,1.4151798,-0.65543455,-0.77616,-1.619,-1.4362506,0.5058327,1.4222739,-0.19934115,-0.3911883,-0.2596724,-1.4151423,-0.25876147,0.009783206,0.56220144,1.1653125,-0.30653444,1.279264,0.01884401,0.35620397,0.24509183,-0.19648305,2.0495193,-1.3994513,-0.13532959,0.15556021,-1.5628093,2.0319455,0.58591723,0.6012911,0.77346635,-0.42953962,-0.8886585,0.52871627,0.6508998,-0.48479766,1.3434229,1.7002167,-0.46587276,-1.9049923,1.2958035,1.423581,0.3511417,1.1384732,1.7264875,0.11651646,-1.5713508,1.692085,-2.1743102,-0.43844926,0.66774625,-0.047038537,0.36873457,0.481506,0.29966375,1.7690837,-0.95724416,-1.868758,0.18791758,0.61291546,0.1353615,-2.6406646,1.3102328,-0.69295275,-1.024223,0.22100385,-0.6152469,0.84352326,0.7218817,0.7154022,1.2062429,-0.3372198,-1.3619084,-1.651035,-0.64601755,-1.8059506,-2.037151,1.7718753,-1.0510632,-1.877423,-0.9823772,-1.8341664,1.5927907,1.3649774,0.48009652,-0.33196706,-0.35084513,-2.7154505,2.336511,2.4771705,0.30980897,1.2351449,0.8102749,-0.76954734,-0.52436274,1.0900466,1.818122,-0.35826355,-1.8272977,0.1352674,0.38116762,-0.65400255,0.79488397,-2.336769,-1.6982387,0.17372817,-1.0901289,-2.086217,0.5026191,0.9093779,0.11705994,0.7069617,0.7668362,0.51692563,1.1381803,-0.9579557,-1.2045013,-2.12766,1.1791755
abou,-0.7799017,-4.532042,-4.426392,-2.973289,1.020919,-0.7605045,1.2013241,0.916504,1.6672571,2.215434,1.5539197,3.0505586,0.77085173,-4.119163,-0.51006746,0.55104595,-1.126805,1.9300654,-0.03861676,0.29383808,5.1252456,-2.7015505,2.1897721,0.9888878,0.3089316,1.1885241,2.9544265,1.5430876,-1.4322832,1.5962075,0.24391095,2.0716403,-3.003876,-0.9005051,-0.45868957,2.3025565,1.0020484,3.239043,-0.9077055,-0.51951355,1.9982824,-1.6124719,1.4327085,-0.54618746,0.35136387,-1.6144638,2.1799965,3.2465355,-0.54042155,-1.7984992,1.7096194,0.41598508,-0.744451,-1.6402936,-1.6596658,0.17826478,-0.9296911,-2.5028188,0.65071535,0.97938925,-0.16119345,-3.5385258,2.615991,-1.5843549,-2.6776743,1.9121357,1.1316909,-0.7438344,-0.8322374,-1.6615422,-2.2927995,1.8708439,5.669053,0.19296023,0.854681,-2.7887175,2.8066673,-1.7586237,0.5924413,2.4170938,-1.5154124,0.72294843,-4.945345,1.8019351,-0.86072683,-4.018365,-1.3426262,-0.6722146,-0.5172287,-1.2794486,-0.4082538,1.7993163,1.8499929,0.059642248,-2.997047,-0.10687411,-2.7123926,-0.92509884,-1.1553274,-0.9745428,0.3554142,4.5673194,4.515894,-0.41669837,-0.07844939,1.5596792,0.5590467,2.4386163,0.6297573,-0.2522765,-0.03104656,2.0894604,0.61129534,4.138499,0.12677042,-0.53800154,0.27940342,-2.1779382,1.0186739,1.4317573,-0.2589231,-1.0055536,-0.020661376,2.0323975,-1.0134779,1.6821396,-1.9318299,0.40922976
above,1.803212,-2.2672513,-0.44784686,2.0125628,-1.7576243,0.5115281,-1.0687358,0.4930576,-1.257192,-1.2230048,-0.10289171,-0.5725924,-1.8599565,1.4725715,1.3025159,-1.6276109,2.9796903,1.5448891,-1.3185933,1.129969,0.79259026,-0.2758854,-2.228304,2.3922603,1.2131835,-0.17229244,0.40354553,-1.7150054,-1.4465454,-1.3805283,-0.92779815,2.153106,-2.640262,-2.7951677,1.1076338,-0.989224,0.37454045,1.8166995,-1.6732987,-1.9994096,-0.66360146,0.2842903,-0.4164563,1.4158157,0.84332436,0.12921822,1.3711333,-2.1370535,0.4793808,-2.8006814,0.7119102,-0.50001097,0.75667286,1.2063485,0.57010525,-0.24952184,2.3142745,-1.0126941,-0.2534471,1.1683286,-0.42345235,0.9539842,0.4630686,1.1497207,0.28859013,0.96816915,-0.6877844,-0.7880461,-0.14734425,0.95573545,-4.2045712,0.80583,0.0654594,1.2339114,1.0636675,-0.63593006,1.2790486,1.5337458,-0.7066711,0.83578247,1.0683466,-1.5267296,1.6865422,1.4605116,1.5219853,-3.3174584,0.87975305,-2.2400978,-0.27354637,-0.2984716,1.4183857,0.46131846,2.9945884,-2.2145047,1.4895662,-0.30693066,1.7273241,1.5471054,1.1456627,-1.3404578,-0.08921693,1.101736,0.84416896,-0.16868769,0.9463363,2.4256501,-1.8655195,1.4101396,0.34266588,-0.27055886,-2.7235758,2.6088567,-1.609163,-0.35954404,1.1250098,0.25671518,-1.0053574,1.6579903,-0.15982072,0.47928485,-0.6812198,1.3423728,-0.2747578,-0.2535685,-0.98271656,-2.461111,0.18183585,-0.07236524
abroad,-1.6142473,-1.3270239,-1.5726129,-2.6636221,0.70648676,-0.512861,-2.763311,-4.03508,-7.484246,7.862899,3.8759902,-3.8061364,-3.0012698,1.5660377,0.72759145,-1.1274339,7.2060056,-3.615642,1.7394205,-0.12491231,3.6149275,4.475625,6.7025685,-5.354614,-4.605644,3.3659675,2.8766253,0.36637345,-6.560643,9.989505,0.73565966,-1.0974025,2.3614638,-3.5109706,-6.755419,-1.0132059,2.3787625,3.1204891,-2.0665097,-8.700741,-0.8732016,-0.67700857,-3.2296922,3.272493,-0.46104845,0.48683468,-1.2694458,-1.4940004,-5.3805537,2.7375906,2.7960255,5.6142645,1.872327,-1.8221786,0.47899908,1.2775414,2.4680922,-0.44118455,0.7617404,3.3299582,0.70165634,2.1661978,-5.65038,-0.8865378,5.0693974,4.4262986,1.2298785,-1.1428044,0.68208086,-1.5065314,2.758305,-1.1932334,-0.74674016,-4.944872,-3.037453,2.8895404,6.3804274,-1.87801,0.2188301,-1.0442307,4.037966,0.5569479,-1.2782023,-5.9533396,10.370055,-6.9840155,0.29561764,-1.330724,1.2000566,-1.9034253,3.8275714,2.9278429,10.126723,-3.5119295,-3.6405573,-9.355367,2.8914034,-1.886349,-3.9428713,-3.1129136,-4.7926936,-4.966703,-1.919017,7.0856133,-5.5436697,0.78786165,-0.37751713,-1.4859921,-3.922057,2.816739,2.5150914,-2.6677225,-1.1885905,-4.210937,-4.2019887,0.96888673,1.2479414,4.5077643,-1.3070163,-1.34741,1.0958477,-3.6354413,0.13557704,-4.8273106,1.6649661,1.6435386,-4.0186434,-8.466954
abrupt,4.541404,0.6588715,1.9659735,1.4816611,-2.6084642,-2.7198942,-3.6827664,-1.587753,3.9843712,5.4668202,-0.3978126,-3.604822,1.509868,0.78622466,-1.5658423,-4.554116,-2.184775,0.9512297,-3.2226055,-9.582977,-1.8041774,1.0937082,-0.97685826,-4.638678,0.805221,2.18749,-6.2074094,-5.9436164,-2.974981,0.21661979,-0.49591926,-0.20109786,-4.18016,0.10902294,5.8325,-0.7699167,-3.8017752,3.1527426,4.81506,-0.4451532,0.983889,2.4426124,-3.3204863,-3.9332387,5.424316,0.029272046,-0.06799575,-0.92068803,0.5137024,-3.0446975,3.8078005,1.2306914,1.6891265,0.5551355,4.5139894,7.39253,6.7289557,0.52857167,-4.3562727,-2.284789,-3.762469,0.71467835,0.30344704,6.819078,0.8555617,-1.4782165,0.36727437,-1.5289341,-3.675863,-2.8044581,-1.3448017,-6.7067285,0.89274186,-3.3661609,1.7602975,-1.0091549,5.466905,3.576261,-2.4067912,2.6045353,-1.3458847,2.375648,-1.4325763,2.9770634,2.9297578,-2.7814794,-5.217004,-2.7775104,-3.5724366,-1.1518382,-0.67325133,-6.0614643,-1.5876337,-4.415579,1.0912441,0.4222981,2.273074,3.5739627,-5.3128095,0.8517396,-3.2350633,-0.8579465,-2.6920164,-2.3289902,7.8071094,1.017538,-3.722099,3.1939654,-1.9543204,3.7458148,-3.036286,0.03360676,-1.2465727,4.0121846,-0.5527146,0.42975795,-0.30958682,3.430486,1.6523414,0.6122918,-2.9378455,-1.532817,1.2411038,0.330091,4.412964,-2.2244253,2.042808,1.7716324
abruptly,-0.67350584,-2.889413,-1.1924239,-0.027475938,-0.25132683,-0.6161803,1.2668782,-1.7474461,2.6998215,0.77390695,0.549506,-0.74158,1.3302516,1.0430561,-1.5413942,-0.8815359,1.7356391,1.3334659,1.3243074,-0.5182685,-2.4885986,0.47304994,0.8998222,-0.19801992,-0.9846744,1.4751831,-0.96404254,-1.0412235,1.5407696,-0.2586235,1.0047847,0.61691177,-0.5869135,-1.6562175,-0.37877646,-1.928633,2.7363153,3.4954774,-1.4276212,1.6199541,-1.1105964,2.380861,-2.2646103,0.9877254,0.5606783,-1.5456927,1.6592658,0.12197153,-1.0558497,-1.0185046,1.2587785,0.6887061,0.2763905,0.66580075,-1.1048774,-1.1812601,0.9371367,-5.0874743,-0.3238802,1.5616075,-0.93699604,-0.8376782,1.920594,-0.03184691,1.0420986,0.10805566,-1.7101662,1.3595147,-3.6688707,-0.1250938,0.4910696,0.17141438,-1.2368078,0.31482327,2.440472,-0.5446696,1.5768598,-0.49497974,-0.5203895,3.1108794,-0.096892,0.7000964,0.46328816,-0.92447907,2.0001247,-1.2910061,-0.85831076,-0.22578451,-1.5074708,-0.51241297,1.0714163,-0.8899178,-1.3093189,-0.9197589,2.6421459,0.30263376,-0.8675918,-0.19368738,-0.7288537,-0.9419941,0.7048746,1.0652148,0.26535884,-2.3039007,-0.2697422,1.3896635,-0.6271917,0.31867066,-1.9632406,0.16885695,1.2918348,0.9208593,-2.4004595,-0.12172756,1.0367267,0.5688661,1.4728721,-0.6214243,1.3093424,3.0277708,0.33145782,-1.3117568,1.0099443,-0.40398303,1.642829,-3.9757736,1.1841822,-0.0040582973
absence,1.6087054,-5.136953,1.8067666,2.4912696,-2.2054012,-1.6766697,-1.3439976,-2.582326,1.4498396,2.0827243,4.2543893,2.5791745,1.7623274,0.093791224,-1.7969556,-0.55130816,-0.66831046,0.7827269,-2.534083,0.94269896,-4.1011343,4.007127,2.2110653,-2.4468167,4.872467,-3.082225,-2.7630534,-1.5183225,0.97605824,-2.6250205,1.8782763,-0.7404029,-4.6028266,-0.9091164,2.4725819,-4.4767733,1.1693912,-4.6389084,3.0413277,1.8019254,1.0108701,1.8904427,1.5379602,-3.2642932,1.5424032,-4.5693536,-2.2817647,0.16735803,-3.002391,-2.8149943,-4.480038,-1.0436465,1.22403,6.140746,0.5793667,2.065792,1.9189477,-2.285827,8.1017885,-2.8866363,-2.9285595,-1.9613477,1.2830662,-0.5154048,4.0501127,1.1639688,-0.3075851,0.8556374,-4.7885237,-3.34396,-4.842008,-1.6847513,0.9784368,-2.1124299,-0.899995,0.5798765,-2.9774847,-4.3263316,-3.3976588,4.1838713,2.053133,1.3537107,0.9077965,1.8749104,-3.5293572,0.5461328,2.250066,-0.7714724,-4.582073,-8.120765,1.2022899,-3.5260499,-0.1486274,1.7566589,-1.9781065,-0.4763855,0.20342338,-0.16503121,-2.7615476,2.2324436,-1.0901803,-0.10450043,-0.03359381,1.1068586,-1.6175196,-1.459043,-0.6857311,1.0811198,2.3268673,-1.9409379,-0.43528324,-0.28160673,1.8611747,2.8623786,1.684,-2.744336,-3.0708985,-7.497861,-0.4210816,-2.6243587,0.74946886,2.3390303,-1.4266125,-0.36666054,2.6415899,2.885875,4.016809,0.3512981
absent,1.5409485,-3.4251275,-5.080552,6.70853,1.0404359,-2.3189745,5.61074,3.431458,4.967094,-5.210604,0.08305463,-0.47038478,-8.06316,0.21136698,2.1642566,0.20835364,6.076806,-0.40788984,1.1864865,-2.630466,0.02924347,-1.8667438,2.4198523,0.44519824,-0.65850097,0.35768864,-3.6694741,-1.4198258,4.8206353,2.5285594,-0.4935069,4.257794,-1.0121788,-4.273489,0.8281834,-0.8536043,-0.35882416,-1.5837837,-10.322288,-4.263009,-3.924779,2.5798311,0.44544268,-0.1251868,-3.1676242,-5.4991117,1.3840619,4.7608733,1.3893468,4.07183,1.8866649,-0.13827083,3.5740952,0.94370985,0.6661411,6.452025,-0.4825779,-2.297357,2.3747504,3.1010675,1.5367613,-0.4397384,3.680908,-0.98586637,2.038217,4.7324157,3.922509,-1.8234925,-4.4445376,-4.1046176,-2.700343,-4.8272896,-0.7699832,-4.4739065,-3.6558578,1.9397362,-4.2292514,8.767668,-1.9690255,-4.1828556,3.4642115,0.067838594,2.8301017,-1.4812131,1.9967906,-0.577281,4.2036624,-2.2663572,6.3062124,-2.0850577,-7.2859526,-4.9229054,4.737803,-2.335364,0.5295935,-3.025443,-0.068725236,9.401082,-0.27425468,-5.4826584,-0.26672688,-3.4534304,4.380253,4.0859365,-2.011183,-3.5925443,-4.6731467,4.412927,3.473038,4.386171,1.6934085,1.6839336,-2.0161927,2.492087,-0.7445678,-1.7232096,-0.9174708,2.0487432,-3.509257,-2.5318866,3.7920904,1.1300681,4.990969,6.236861,6.115497,0.16451313,-1.7352526,0.22595404
absently,1.3236812,2.5930238,-0.5549849,3.5411859,1.4442859,-3.5451984,0.9123076,-6.6714835,-0.24325374,1.6501592,0.06769201,-3.4670541,-2.4343948,3.2954257,-0.7202229,-7.445783,5.723599,0.20854773,6.7354026,5.832143,-1.1913998,5.7354484,6.437151,2.9320312,-0.4233207,3.7910767,3.8124604,-8.813064,1.4380919,-0.756025,1.3587816,-3.0714421,3.9844728,-2.1799965,-4.25199,1.8836262,-5.6234784,-1.4516875,-2.179362,-3.1737878,7.5884814,-6.246638,-5.844788,5.8716707,3.8021967,-1.0651542,5.863356,-0.9351978,6.2675786,2.2841413,7.794473,-0.74184746,-6.2230654,-6.7634645,-2.011637,-5.2922444,-2.0119784,5.6195855,-7.010525,2.5536277,-2.439645,-3.4213889,-4.761726,-1.6616802,-0.9537373,0.3357488,-1.7970043,-1.6259153,-1.6154149,4.476629,-5.6352897,7.809865,1.7982479,2.0314598,-3.6966949,0.7865945,-1.6470803,-1.5130498,2.4792354,-5.625397,-3.0318143,0.010164159,-4.108493,-4.527102,-2.1384041,-1.5360638,-3.0406313,-2.9961078,-1.7847307,-4.481793,-4.838667,2.015904,1.6666682,1.2103146,2.0400875,-1.8579955,3.4699576,5.420004,1.7981466,2.0114014,0.6919064,0.17640813,-3.95899,-0.047234777,7.0726776,-1.7611458,3.4552393,0.08356703,-1.2162968,0.40482587,1.4415206,-0.18700545,-2.8425443,2.4225993,0.6660264,-4.7671866,4.5265737,1.5638782,2.0823405,2.4894705,-3.8065286,0.36405185,1.7441069,7.665937,-7.001342,-1.5394636,1.6565024,-3.4433174
absentmindedly,-2.909979,-0.3942362,-1.1923325,-0.5725423,-3.460605,3.0121026,4.7359624,-6.17857,-1.0418746,4.2988644,2.813259,1.9203937,0.9901356,-0.09654917,0.702145,-1.3088869,-0.42035055,-2.5980742,5.178207,6.6745367,-0.30907753,-0.49573016,3.246161,-2.3575876,-0.5221335,-1.8384778,0.88599944,-4.4897327,2.5502963,2.414064,-3.74349,-2.4113786,-0.50684386,1.1816449,1.2581204,-3.1814623,0.7105576,5.414993,1.5930959,1.3303529,1.2308812,0.43100703,-0.034698635,-3.0826905,2.007701,-9.223118,2.2772236,0.22027978,0.8110106,-0.5420162,0.27600607,1.1973246,3.5069704,2.36271,1.0890917,-0.7281061,-2.6447747,3.7679164,-1.1310848,3.899182,1.4175223,-2.5476723,1.7308519,-2.4427865,-1.4475739,-2.5152104,-0.24293147,-3.028462,-1.5649065,-0.1881725,-0.55645967,-1.9785788,0.7600397,1.8988836,-2.8328204,3.587626,3.5087094,-1.5426601,-0.8701816,3.8261018,2.7280464,0.79345524,0.9571656,0.30627358,2.2093508,1.1007001,0.38547978,-1.669313,1.6554826,-6.47394,2.8760896,3.7172725,-3.166995,-3.6986768,-3.8959415,-1.9157802,2.8188229,1.1447599,2.0526369,-1.4938176,-1.8478833,-0.61510783,3.4901283,0.10111904,4.926431,-3.3310905,-4.6135745,4.512328,0.95963234,-0.15127799,-5.7741737,-3.7932882,-2.7355702,0.6294619,1.2921833,-0.8951832,6.1894226,2.8473756,2.2517154,-2.854177,-1.3790847,3.3171554,2.388495,1.6986439,0.65886027,-7.3805237,-4.455166,-1.7252638
absolute,1.9995177,-1.5668799,-8.236013,0.007925372,0.71280944,-8.764827,-2.7926588,-1.1200229,-3.605414,3.0253053,-1.5404539,10.480397,4.8368382,4.5429225,-0.34078163,1.604936,1.6569439,-0.26356664,-2.8001773,-5.451381,0.5619904,1.1088,4.440516,0.95258904,3.576648,-3.1281219,-2.0301085,-4.3224673,-2.4631486,2.0230763,-5.543021,0.7466049,-2.7037222,-6.046451,0.023523778,2.460043,3.4671674,0.52845997,-2.459464,1.7720855,-0.028083451,3.3202627,0.73285264,0.4461141,-1.2655792,-4.319302,-0.5151305,2.1525369,-1.5055996,-3.561813,-1.6248864,-0.13331652,0.9198753,-4.03964,2.8607514,1.4298234,0.056454077,-3.0790882,-1.2400093,0.06459334,2.0594327,1.0306778,0.1389823,1.3555573,-13.417191,2.1028101,4.205925,-7.1777964,5.1495624,-1.8231866,1.6837057,-1.0212388,-1.3957912,-1.69134,-3.7125492,0.21658018,1.0166407,1.3742652,1.2242584,-6.0889606,4.796641,0.19412202,0.94198364,-1.5514553,5.4633837,1.9716794,-0.0003363421,-2.2291157,-4.6911397,-1.7625583,-4.4718747,-1.3031502,-2.8534613,4.346319,2.338944,4.8792715,-1.0606881,4.3087335,1.0774028,-1.2186071,-0.46451005,1.5817485,-1.5392357,1.3209904,5.517734,2.3204255,-1.2547228,0.2333319,-2.1005607,0.8981881,2.4614227,-7.922076,-2.418197,1.0551249,4.7470107,-2.5613935,2.013413,-5.5542054,-0.7908495,2.2427573,-0.47489363,-2.2421708,-7.5165987,0.48227763,5.825157,-5.486311,-1.3087834,-0.39780664
absolutely,-1.8028479,-3.0131228,-2.3405104,1.3845309,-1.9690189,-2.4117546,-0.3505114,1.1517681,1.7957896,0.93260175,-0.51558083,-3.0900578,-1.4803897,-3.5806515,-1.789578,1.5363615,-0.82730156,0.2439213,0.976175,-1.2348007,2.8428268,1.7949479,1.4773779,0.94305485,0.6026162,0.8339315,1.0099881,-5.3098483,3.3727853,0.39621347,-2.267592,0.13081609,-3.6658657,0.21119635,0.5811229,-2.3930292,1.7640052,-1.232939,1.3317258,1.7167077,1.0461935,-0.95721364,-1.9295697,1.309794,-0.59700423,1.9295211,0.6479369,-0.5884476,0.8564932,0.74589473,-0.754729,0.9349262,-1.4317342,-4.0545287,1.7062279,-1.5421965,1.9196641,1.1822107,0.16578083,-2.6277587,-1.1555378,1.4802921,0.071714394,3.7339568,-3.6725214,-3.9948988,1.2202039,-1.7047536,-0.87394464,2.032699,-1.4047086,-0.8033123,-2.5699975,1.113416,0.95596063,0.26445138,1.4771433,-1.61664,2.9895356,2.9189618,0.3180711,1.0089092,1.8650728,-0.6291941,0.47940272,-0.88552886,-1.8919061,-3.2659173,-0.11856454,-1.8673415,-0.37960938,-0.7447787,-2.4531908,-0.34744674,-0.28226545,-4.726586,0.6005666,3.55161,2.4886181,-0.3493482,-2.47569,1.2003711,0.5204512,0.7622772,-2.116929,2.1750715,0.96122843,-1.5204694,-0.83419394,2.293983,0.613673,0.12808529,1.4974241,2.0806353,1.6487323,1.6338522,-0.60130286,-1.5029646,0.5164585,-2.9345274,-1.3082043,-1.2283205,0.10885135,-1.2022145,0.3835071,-1.5708374,2.1053944,4.791574
absorbed,-9.551837,0.20309272,0.7198189,-1.1582638,5.220398,1.4448198,-1.9996406,0.7308704,1.1896377,0.9843521,-1.5373765,-2.879368,-2.1441343,-0.26007134,0.10014771,-2.609024,3.4650776,3.6392865,-1.6792192,-5.290446,-0.79816675,-4.4382286,3.9259849,2.3956099,-0.9186731,0.09534002,-1.8666741,1.3683704,5.846444,7.2848883,-5.7520766,1.8290019,-5.304919,-3.9919355,4.6081758,-5.247365,-4.139411,0.8832332,3.712807,3.0871234,-0.6539751,-4.65881,1.0489222,-4.4108725,2.1896856,-3.8660712,3.9651194,3.898767,-7.74954,0.76133746,2.7338016,-5.7973228,3.1797302,-6.0717278,0.848667,7.091448,-5.418685,-3.2076974,-1.7634803,1.2238761,3.769546,5.2962546,-3.1855946,2.008539,-1.8926548,-1.9548723,1.8450065,2.8459609,-6.832453,1.1489764,-0.47238946,-4.438728,0.7898462,1.7013832,3.528246,-1.5885001,-5.234251,1.2857002,6.0034876,1.4209175,-0.4462726,-1.3259417,-2.0270033,3.9598982,2.2568393,2.3172278,2.5895514,1.0734937,-4.272543,-3.6436036,-7.1255293,-1.1485125,-6.767796,-5.0318313,-3.1447706,4.683758,-0.5327372,5.1633444,0.9560001,2.461588,2.671668,3.2511916,-5.5423384,-2.9835205,3.9950528,-0.37602997,-5.6555147,4.766228,-4.120544,-2.2002687,0.5805298,9.616325,-1.7410629,-0.9214083,0.9619157,3.473069,-1.291424,-0.621753,-5.761383,-2.445773,2.840019,3.0890245,-1.0249932,1.7918838,2.5998228,-8.0718565,-3.4038289,-0.65342265
absurd,-4.060019,3.699407,-1.3049699,1.5917724,6.5236697,5.7361584,3.669457,-9.891183,5.773088,-1.0686365,-0.4416521,-5.3728395,-1.2660706,-5.2391415,-4.744021,-6.3094234,2.1275022,2.5972998,3.0511239,-4.0443263,1.7061335,3.2329917,2.975981,-2.986858,3.924074,-6.484338,9.265273,-3.7659574,-6.2369547,2.3642282,6.0295053,1.329105,0.65869904,-3.6594663,5.477159,-5.5010786,-1.2105012,-5.902733,-5.1682816,2.3559687,-2.1787121,2.3827798,0.629703,-5.3931465,-3.374442,6.7136893,-2.388847,-2.9435575,-1.5009483,2.5784304,-3.1076043,0.24658614,-3.1390584,-1.904887,2.2930007,1.6065284,1.481097,4.0492496,0.35084784,0.01614714,0.31593323,5.8800974,1.8753375,0.9440586,-3.6982822,3.5369258,2.0759342,1.1879783,-2.3467627,-2.730193,-4.355572,-0.41188568,4.144619,-0.61419016,4.1365304,1.5633017,-6.367364,-1.8419181,5.134307,-0.14801282,1.4272836,4.207499,-6.006359,-5.4746566,6.415165,-6.6777945,-2.0810733,-3.7345939,-1.4651966,-0.47595677,-8.866735,6.1929636,-0.8508848,-3.1489644,6.666843,-1.0425676,-0.7512568,0.96998656,-5.019533,-0.050125964,-1.1911371,0.5555155,1.0579505,8.61686,-2.2386909,0.03434731,2.5125818,2.3909981,3.681898,2.659126,5.0791335,0.8730072,0.6445982,7.1713467,-9.331773,2.0466154,-1.4578838,0.96945786,-0.75315726,-3.598381,2.0608938,-5.7959924,4.98862,0.5410844,-1.0633317,1.3134241,-0.14465597,6.4912796
