,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
magnolia,-0.85074186,-0.35116237,8.41533,-2.6638126,-4.6818523,2.2166016,-5.1887336,4.299936,0.8243611,-6.7565293,1.9368255,0.29242927,-2.9395566,2.1229424,-1.5552303,-0.6110822,2.9227984,-3.550612,3.4549475,-2.8094592,-3.2987695,-0.7884664,1.2627084,2.6702633,9.202418,-2.6391752,0.23117483,4.666197,-4.4309497,1.995447,1.3524274,0.91505206,-6.2945776,-4.6293616,-0.18239921,-2.343842,-7.488316,5.166901,-3.9199479,-3.5969262,1.8842622,-0.48371458,-4.497899,0.8370971,1.7334119,0.74229103,0.80064404,3.4558642,-2.995929,0.25240046,1.0604037,-0.7881532,4.7422485,-1.1246713,-4.6414833,-1.0120052,5.575496,-4.7320676,6.668142,1.2669863,-1.284073,0.99983877,-2.1760213,0.46461806,-3.7318997,0.8547185,-0.4411249,-0.6684751,-8.443623,2.3114,-1.4774171,-5.2091374,-2.2383316,2.5901053,2.385972,7.675342,1.9224557,-11.629647,2.0147069,1.5424337,0.87116444,-0.045856114,-1.9760811,4.174646,7.031477,-0.6418172,1.7083715,0.71722794,-1.562876,0.5277302,-3.0005443,0.99103993,-3.816727,-2.1826115,-1.3238603,4.055638,0.5704839,-2.9366636,-1.4746147,1.3559936,4.29706,2.3571332,1.9915686,-1.9227555,-2.1005456,1.5791479,-3.0283756,-1.9334693,0.066078335,2.2538295,2.2337627,-5.859888,0.51733786,0.20907004,-1.1824168,-7.9013877,-7.1354046,-3.6810317,-0.05519517,1.7692657,-3.9642344,-2.0810778,6.239776,-2.3894002,5.002079,1.0951811,5.733352,7.71436
magorian,8.445089,3.0505614,0.5145042,4.6789923,2.2623367,-1.0661317,5.257014,9.55153,-4.4782662,-2.730887,1.9768597,-9.033575,-7.8120403,-0.20379752,-0.21047668,3.942346,11.336134,2.9103887,5.594431,2.5221827,0.9120952,6.5833197,-10.951912,-1.7723635,-0.62276804,-1.2427266,-10.073637,-3.411327,-2.760206,-2.5304873,0.6379166,2.6764028,-1.0678194,-5.458948,1.9901212,-3.9091501,3.20037,1.4212279,-0.14519446,2.4540544,8.021834,-8.794103,1.7029158,-6.6216593,-1.9967248,5.828132,-0.03679872,-0.18644877,0.36491546,4.3003044,2.2078192,-1.7202365,-3.5732481,-4.5444655,-7.467694,0.3851185,-5.4579034,-5.6879067,-2.916626,1.6259098,-8.920694,-1.706584,3.62342,-1.3207151,-6.299977,1.5883589,-6.941853,-4.027287,6.1173625,-1.6001778,3.7574966,1.1529099,-0.7018688,-2.6840892,2.6936579,0.007237047,7.235373,-3.890943,-7.455447,-1.4327258,1.5536455,-3.556499,-2.3127303,-3.3638299,-4.4569116,4.080704,-1.5429558,-4.035978,-3.1030796,4.5112796,-2.1789322,0.29718584,-0.8340809,-1.5751188,0.3667462,1.8679168,0.7472069,3.0183463,-3.201193,13.5572405,0.9988319,0.9389888,-2.3369904,5.678093,-9.983619,3.1236045,-2.3763585,-3.281504,-3.810121,-2.289255,-0.4224722,-2.1315026,4.037473,7.3387713,5.357675,1.9713919,-5.8756366,-3.6520953,3.9559321,-6.121261,4.8552136,2.8583772,-2.480534,1.4239132,0.82388824,0.24167298,1.9381493,-6.688985
mail,-2.708414,-0.01233316,0.97679245,-0.7226695,0.3884126,3.44734,-3.6186395,-3.4343665,2.5336611,-1.2900863,-3.9024374,-0.8442042,2.311304,-3.232087,-2.1164238,-2.6010332,1.7097117,1.7723607,0.2136541,-2.6527011,-1.4080751,3.9046254,-4.41946,0.77532214,-1.5914189,2.7835145,-5.5183806,1.2876939,-0.057842623,0.57516384,-4.622556,0.3264822,-4.816879,-5.0483456,0.11825853,-6.7651277,1.4338893,-7.616042,-0.88341534,2.8274984,-2.5205917,-1.9772682,-5.115062,2.7258043,2.9366434,2.394527,-2.234008,-1.5140426,0.36823472,-1.54316,-1.1664387,2.050704,1.8941644,0.6674916,-3.1176846,-5.254035,4.5370784,-1.8021938,-3.3718846,3.3501904,-1.7974985,1.0150671,2.2895722,3.5778306,0.8890253,4.221546,-2.1374092,2.5110211,-2.1894624,0.16508403,-1.6469644,-2.8781683,3.8048475,-1.5603758,-0.4973867,-2.2145326,3.0483744,-0.21641229,2.469059,-0.49363995,0.9217628,0.3432867,-2.5214784,4.541099,-0.035714228,1.2324253,2.0157335,-2.9712622,-1.5198035,-3.7320862,0.513768,-0.14911427,0.4182035,0.33186138,-0.15685284,-0.4906053,-3.9073956,-3.0646946,-1.3433298,-1.1114988,-2.683748,2.6350665,3.7785094,3.491125,3.8575087,-1.218552,-1.5901208,3.3950086,1.5206523,1.1397861,-3.3227425,0.00016837484,-0.34770074,3.4828467,2.3251982,-1.4081273,-7.8271785,1.7402229,4.024925,1.4485673,-3.6685286,-0.16839206,-0.32558087,1.3412933,-0.84504443,2.606179,2.5819826,0.7735201
maimed,8.408748,-0.10536701,-2.987303,6.30297,-0.48444408,4.4326677,5.0180373,-3.8438866,-4.9588895,4.340373,-0.8417353,-8.743545,-3.2791836,3.8429723,8.21696,8.171496,1.9567022,4.9172163,-1.7342465,4.3724866,3.8776329,3.4589183,0.49994212,-3.2754273,-7.706182,4.58377,-2.5592294,-0.46411505,4.395002,-3.3836634,-5.1634197,-6.210291,5.774445,1.7333874,0.63792825,-7.300932,-0.037855834,0.3404454,2.7245226,0.2952885,-3.0633795,2.0992777,6.491058,-2.84363,-4.3972116,-5.7091684,4.8634863,-9.03174,-6.764374,-2.9161384,-0.27718732,1.1152152,-4.9375324,1.0216663,-2.4052703,1.9788848,-1.4464214,-4.222217,-1.1445369,-5.2306314,-4.238722,2.3138218,-9.289145,-4.0988173,4.796771,-3.0929873,-2.2305167,-5.7627096,3.1584163,4.4355774,1.7184038,-3.0633266,3.7221143,-0.22823177,-5.8615103,0.6057006,-1.6036782,4.712251,-0.13588536,0.021649897,6.14373,2.801319,0.53217244,3.9814703,2.05491,-0.55004925,-2.659756,-0.06386052,1.6222872,-5.164392,0.20819615,-3.6528258,6.995847,1.2627203,-0.06722936,2.0096276,2.2078774,-5.4611983,1.78006,-1.1032939,1.7783991,6.8980646,0.19021514,5.2277026,-3.2032816,-1.6719735,2.3689978,-3.0391533,0.46611667,-1.0091473,-7.2568364,10.678007,-5.834389,3.496712,5.9454446,3.498929,-1.597202,3.1399302,7.51799,1.6867048,-0.9321576,3.0676115,-1.4569917,-6.232327,5.4381638,1.8159564,-2.661626,5.710867
main,1.3366408,-0.63146454,0.13163544,-0.15773761,3.9715521,3.591078,4.9148064,1.2723697,-2.501769,2.5587971,1.2783172,1.2329104,-4.2983437,2.3788154,5.3573294,-0.57068384,-0.6826642,-0.8496709,-1.1150585,-1.5775707,0.1370855,2.3506336,-2.3480873,0.18883985,3.7624898,2.459002,1.4260657,0.073366314,-5.4552794,-1.4111425,0.7735598,2.2935278,-2.7859914,-0.23673704,-1.211187,-4.2611094,4.072138,2.5871418,-5.582121,-4.0482264,2.5485547,-1.433361,-0.46708184,3.2484295,0.2124019,1.3485829,1.0231032,-0.85566527,2.7918286,3.235217,-0.045132082,-1.2426684,2.2119696,-0.43866658,-3.3362153,-0.051223304,0.16352761,-3.6767871,1.498946,-4.11945,-2.366389,-4.2064157,-2.8694139,-0.71893597,-1.7657595,-0.5565043,-0.6242914,0.69689196,-1.753257,3.9273262,-5.1560264,-0.71196884,2.575046,-2.7375946,-6.179525,-0.097547725,0.7740892,0.975813,0.009775586,2.0435092,-1.4423761,3.9202275,0.8091654,0.82004344,-4.5017204,-2.4083984,-0.012636427,-4.640852,4.9302073,-2.8335617,0.51406646,3.0460658,4.221034,3.7592635,-0.36748755,-1.7095318,0.8381213,1.7985829,-2.816814,-1.4225193,2.8755302,-0.70552456,0.9486554,5.3785825,-0.5972443,0.403802,-4.761224,0.3485544,-3.7416646,1.7292794,1.5818914,-0.09513486,-1.8355951,0.6773089,-0.054550316,-0.66276795,-2.2274716,2.4050727,-5.3696394,-1.6490167,-2.761051,2.49949,2.4403214,-2.72336,3.0697272,-0.8738922,-0.7833683,-1.7096552
mainly,-0.2821613,-4.2807927,8.216746,-0.17346942,3.8548222,-4.2058673,3.4983587,-1.2679507,1.4481915,3.8557649,3.9319925,1.5982653,-1.378495,-4.2647543,-1.561991,-1.053316,2.6589556,1.4082177,-2.0914185,0.9874282,-4.5901837,-5.0652037,3.2179132,1.4421744,-1.1599438,5.031367,1.1889133,-0.61224574,0.5734489,-1.1033233,-2.9194164,1.7345272,-3.395132,-1.0777826,1.9849061,0.9949238,7.076712,-3.1769795,-3.2095551,-4.611356,-6.335684,-4.4426055,-4.3651195,-1.3831671,-3.0074837,3.5674222,5.2443414,3.0356083,3.1256268,-4.7310176,-0.070630044,-0.2500867,-5.0343223,-1.8753611,-2.9095054,0.47929522,3.157663,-0.7168888,1.987738,0.48511788,-3.4125936,4.332801,-1.2775513,-3.5018494,3.2513127,3.4504836,-4.371627,-0.49486008,-1.0060825,2.8101697,-0.6990088,0.27953362,1.0229247,-6.275871,-0.8939613,5.582975,-1.8169422,-0.18430598,1.7671458,3.37511,-2.677824,5.967863,3.3356564,2.5892477,10.262456,2.6357832,1.6788778,-0.52913564,3.254011,-3.0102127,-0.0039248387,-1.0449551,-6.9079056,-1.866196,2.452456,-0.25778362,-1.0767088,0.52016455,-1.1404523,0.7522043,-0.7713673,-1.1471106,1.5368125,0.6466893,-1.928157,-6.2799096,-3.6364987,-0.010016101,-4.155494,-0.6575884,0.5957083,2.760923,5.7466974,-1.2367326,2.5423954,3.5825605,-2.0166068,1.6480336,2.1695983,5.4621205,1.1442676,1.7105713,9.406305,4.0646987,-2.028987,2.5872304,0.18094805,2.6501036
maintain,-2.854825,5.0209827,-1.8766842,4.550388,5.2647424,0.7305159,-2.1716783,-1.3769271,0.1948829,-1.8543742,6.6210856,-1.9976497,-2.7614942,-2.8245332,2.6514943,-3.163108,1.9686613,4.258997,0.38847774,0.2915909,2.8056426,-3.070635,2.9663243,-5.223268,3.4147644,3.7021358,-1.4324147,-0.7281532,-4.636925,1.7923566,-3.437373,0.52703357,5.12174,-1.2867563,-1.056008,0.012127898,0.42237824,9.3925905,-0.4482297,-0.4013879,-0.62219274,0.99705803,-1.3875525,-8.52722,-2.5828922,-3.9187007,-5.0636883,5.5622644,0.17334643,2.8284767,6.902058,-1.4107343,-1.204058,0.91449994,-4.224059,-0.9719977,0.88662624,-2.5459628,0.88541275,-1.6989923,5.0549774,-1.8569154,1.1668965,3.7881703,-3.8073876,1.0917906,3.2107146,9.204806,5.8480573,5.8873615,1.3312788,3.1849394,4.5197506,5.805499,0.117900476,4.261647,1.5054584,-5.318464,-1.6368297,1.8034127,3.2437747,-1.867398,0.37790602,-0.79754686,1.684713,-2.1268885,6.361452,-3.4973829,-4.5615005,0.40788403,-2.1207764,-0.33472964,-3.4160607,2.767183,2.5867124,5.220277,-4.220474,-6.974806,5.9411736,0.56021184,0.64615685,0.310034,-2.568398,1.3906306,1.1161816,3.1833336,-0.48216197,2.5195377,2.0823174,4.284569,-7.6070223,1.0127856,-3.2474418,-3.212141,-5.421014,2.903439,1.4196229,-5.3574743,-2.3606553,-8.563818,2.543797,0.83987427,5.1771407,-3.0729854,3.8622074,-8.976391,-2.1191833,-2.07548
maintained,0.7770668,-3.3268726,0.38057464,5.6468515,4.091677,2.8260832,2.3148177,-4.0117803,-4.530351,1.0136259,-4.0618157,-0.23254433,1.1588794,-2.8961751,-5.2890105,-0.71685505,-3.482003,-3.4392958,2.2160265,2.3475266,-3.6030095,0.5028403,9.531213,-2.1813982,2.91639,-6.167896,-2.967729,-5.2064166,-0.5989069,-1.9906356,2.028593,-1.7351822,-0.8995734,-5.947593,-0.6069369,-3.2088492,2.7424319,5.4600234,-2.432854,-6.2428517,-0.60878015,1.8602257,-1.0246229,1.1834117,5.143786,2.2297409,2.5646236,0.65822196,-2.5281148,2.133656,-5.576627,4.699762,2.0404577,-1.0607152,-6.885445,-1.6237334,5.3595157,3.968967,1.6902204,-1.0153065,-1.6800367,-2.197204,0.4575109,0.03121046,2.306856,-5.987797,-7.6529346,-1.8723601,-3.1498687,4.1544366,-1.3272425,-2.0494308,1.9673431,-2.858092,-7.0623765,-2.5906334,-6.121434,-2.3118148,-1.0928863,3.7025647,-0.61254674,5.482429,1.1880429,2.5901775,0.32585317,2.3898065,-2.638697,6.5568814,-2.7850194,5.15277,1.4799048,-1.2991899,-2.0262058,-2.1619084,-2.23088,-3.6894283,-2.7827947,-2.5831676,5.1258492,-0.58258206,-1.5413549,-0.19462529,1.743915,-1.5672674,1.780589,0.58165103,4.0629697,-0.56488264,2.7291245,-2.303775,3.042866,-3.3784962,-4.156041,-0.13630974,-3.7265468,-0.49473196,-0.2433399,-3.8651137,0.7118116,2.1735165,2.0429058,3.57369,2.4204626,0.39006948,1.3690265,-2.675229,5.1593103,2.3976195
maintaining,2.0635579,5.840217,3.2838943,4.119147,-1.7934762,-0.70463544,-2.6704018,-2.6328435,-3.6766036,-1.985268,3.3610659,-5.4783463,-0.89005893,-3.0085638,-3.3296206,-1.2823365,0.1915666,5.021732,1.3884982,-1.4850345,-3.622821,-7.9548187,-7.058329,-0.049152076,2.3374486,-0.26315117,-1.8854144,-1.8347567,1.9827561,8.758035,0.6648542,-4.312278,-2.7908947,-0.81969106,0.9940077,-2.9456873,1.8042969,-0.848826,4.754021,-0.82343304,-6.555879,-1.0564855,4.4632797,0.10344739,-2.9015658,0.37504283,0.90391827,-3.3953803,6.3226333,-1.396593,-1.5874188,0.22206633,-0.20039731,-3.547986,-2.3249788,-8.997427,-0.66549903,-0.88026434,-2.47337,0.40292567,4.4824147,0.49886802,-6.353434,-0.515696,2.26412,3.4047937,4.7201753,-0.060836658,-1.9353583,2.8459783,0.4059372,-4.167958,3.612109,6.0219007,-1.290058,2.1136923,-0.16974704,3.8616965,-2.6346989,6.1492095,1.2053902,-2.543682,-6.052478,1.5717709,0.40617883,-0.5467155,-1.7064999,-2.9946265,0.67372453,-4.3343678,-0.5066443,-0.40862364,-1.5311682,-7.1741285,3.3809824,4.150377,4.1233687,-1.6110985,-3.757158,3.4367185,-6.388418,-2.8619883,4.7448115,2.0103135,3.2115233,2.9461281,-4.6727414,2.0593379,-5.2154555,7.1833377,-1.2073169,-5.4106317,-6.133073,0.10203268,-1.7050742,-0.24243556,3.7214372,0.112600155,2.205393,-0.7801874,-1.1890054,2.2396562,-4.644715,-1.7681308,4.4655633,-2.2142015,1.588896,4.2483687
maintenance,1.633802,0.6783016,3.84978,4.2725573,3.3057463,-7.838797,0.46565235,-10.710226,-4.5585523,2.948304,-0.47389084,11.259134,-3.953928,3.0695066,3.4607408,6.5428004,-1.8860675,-1.04386,1.7443466,-4.0555058,-0.4264285,-0.1748465,-3.2037036,2.0302517,6.5623264,4.8324566,-2.749104,0.88279635,6.275928,4.7015214,-0.6036168,-5.9888024,-1.2132776,0.4887881,2.2967763,0.9905244,-1.8114488,5.799399,5.2126665,-1.4711125,2.6573489,-11.131889,-3.8815534,-3.365168,-1.4632022,-0.37108266,-7.358686,1.23623,-3.9596052,4.186546,-6.007999,-0.06432603,-2.223112,-6.7619214,6.7711535,1.7965143,-1.9220039,7.9045525,-2.229404,2.0372791,2.4225922,-5.7596207,-5.7106915,-0.5417737,4.662725,0.20923547,4.796138,-4.84714,-0.2671524,1.4004979,2.464778,-4.9600754,3.8937888,6.4712143,1.3449825,-0.07291427,15.072187,-2.8574815,-1.5531952,-1.5093969,-6.422922,-3.585257,0.34274372,-1.8018491,-6.3932605,1.8433056,-3.79074,-2.547813,-4.952653,-1.527943,3.663621,3.4846892,-0.30152354,-0.65412223,-6.8604226,-2.720387,-1.3962954,1.7755556,-4.811533,-0.06771464,-0.9906762,-0.55085415,-0.2270946,2.1544633,6.591195,4.657076,1.2524909,2.4224844,-0.7018976,-0.9602649,-2.0185947,-0.6988169,-1.9585559,-3.1247869,-1.013905,4.2354827,0.049134217,7.693395,-0.41860375,3.495302,-1.8396807,7.4227366,0.935771,-1.2100763,-8.963574,-2.8167984,2.7758086,-5.04976
makes,3.6271152,-1.1877912,-1.9506011,4.186694,-3.9550939,-2.2053587,-0.89751846,0.54107225,0.639242,-0.7405017,-0.2670375,0.95550954,0.13182935,-0.054397218,1.6249256,1.0384333,0.90763396,1.9460226,-0.2629532,0.7305679,-1.3342129,0.2052412,1.9280273,2.2820718,1.309727,2.8234162,-2.2110443,2.5709748,-1.2540392,-0.57131004,0.28727746,-1.2164892,-1.2689906,-0.61400855,-2.295576,-1.3958113,2.5007923,3.36927,-0.79223263,-0.1104377,-2.0132594,-0.69701546,0.7192765,-0.8624366,2.0852733,2.2630932,2.9417338,-0.83207226,1.7296522,0.56296223,1.0344512,2.1304708,-0.8187432,-0.19361278,-0.11953429,-1.2492574,-0.22237837,-0.65542096,-0.601458,1.8717232,-0.68640655,-2.3975809,0.29933724,2.6714363,-2.0355883,1.0964097,-1.6424843,-0.08331848,-0.9034071,2.9777308,-1.573086,2.7058508,-0.08395102,-2.2279694,0.2827937,1.2484971,-0.5429873,-2.5655065,-2.2793553,-0.5469348,0.051958576,-2.6221569,0.27541184,-0.665812,3.7830725,0.38767475,-0.8799577,-1.8072048,-1.1271254,0.004212482,2.2779627,-1.0898632,-1.4354166,3.8761005,-2.2111259,0.62999374,-0.7363541,2.7530398,0.9575689,-0.9590483,-0.5586887,3.6366687,2.1493378,0.9445269,-0.20575121,5.13531,-1.1993008,1.926867,2.4101546,-0.42420733,1.236938,0.4741922,0.6813862,-0.085527904,2.5124998,-0.09901688,1.7108871,-4.824447,1.6473613,0.27289706,1.6882702,3.4774349,1.5373724,0.63682157,-2.1615388,0.65706134,-1.4808552,3.3751755
making,-1.7219478,-3.4664824,0.20674972,0.79596996,-0.017224757,-0.14391166,-1.5525403,-0.19664197,-1.0608393,2.1674662,1.3480501,-0.7838046,0.24609844,-1.7929624,-0.55439645,0.3380115,1.8824953,0.37374195,-0.38159847,-0.8948141,0.1522112,2.0480573,1.2122909,0.927078,1.4629729,1.1934643,2.0606182,0.33444592,-0.3571489,-0.16913182,0.5364614,0.9588626,-1.9789625,-1.4110312,1.1809713,-1.4374986,2.496711,1.3926576,-0.18828987,0.6363364,-0.25032657,1.0324327,-0.75740975,-1.3933154,0.16385041,0.84711784,-0.3940668,-1.468628,1.4258031,0.71560746,0.654168,-0.70081604,-1.2531706,-1.0381584,2.023855,-0.96027696,2.0857632,-0.6062127,0.6009785,3.078689,-0.8551602,-1.0322155,-0.26648557,0.03780948,0.32998163,0.8006609,0.3733684,-0.76975745,-1.9978713,0.44138288,-3.8965778,-0.19151269,-1.5092767,-1.2893504,-0.7383103,1.7486477,-0.59793365,1.8033367,0.6632187,2.4496853,-0.6290254,-0.59508544,1.5484321,1.0035512,1.1421198,0.14752056,0.2765468,-1.3843482,0.59581786,-2.677652,1.7915727,-0.25061727,0.34244,1.0668898,1.4139726,0.38438866,-0.44766507,1.7456682,2.6869984,-1.5191455,-0.4683926,2.0575964,1.4855994,-1.2074573,1.8896729,1.1855704,0.74065906,0.98075986,-0.6095229,-0.08263708,0.10238098,1.2519625,-1.4772134,0.9502339,-0.24758863,-0.19939996,-1.6787826,-1.6195035,3.9621093,1.0594519,-0.4238383,1.1945002,0.7614031,0.09394151,0.29902333,-1.460951,-0.15684876,-0.15330896
maladies,5.058778,3.5694163,-3.5192091,0.7851176,-3.08566,-2.4426157,4.277845,1.3286326,-4.3411255,-6.357189,3.741171,-5.856809,-0.7725304,-3.1452744,1.7466112,0.62644356,0.35734618,-7.154892,-1.1101131,-0.431426,4.188069,10.740005,0.23616122,7.9378204,-4.3128934,-1.9162412,7.7693295,0.05243209,-5.2405806,-3.7277374,2.6636424,0.30752322,3.912052,1.3306448,-0.8770669,2.5389955,-4.7876353,-6.685512,4.477038,3.563138,1.245808,-1.243907,-2.347039,-3.0379288,3.7960742,5.6827273,1.226232,-10.794494,5.290689,4.6796017,3.922927,-1.326331,2.4481626,-2.6471343,8.486973,3.509067,-1.4934505,0.9307597,-3.693483,1.9755605,-6.854138,7.2458844,-8.836681,4.222914,1.2582326,-8.179151,4.0420747,-5.6879888,8.702037,-1.6059344,0.36647287,8.196429,-1.834015,-1.400252,1.8012847,4.2470264,-3.9100974,3.3956032,-0.85850227,7.19002,4.415116,2.8426106,-1.5123708,2.2204502,-0.19767952,-2.671739,-0.36199266,-3.9129205,-2.3669572,-7.6953454,1.4753586,-1.6704655,-0.5350377,-4.09472,-3.5267177,2.5249045,-2.8527398,6.731736,-10.49409,5.548138,4.5411987,1.8391876,-3.9679916,6.791581,-0.56257063,-2.549918,0.32455742,-6.834871,-5.3175263,3.4401267,-1.1837803,-1.4604055,-0.4460417,-0.58067805,-3.7961907,7.168557,1.4310809,5.72385,3.9959686,5.4145193,2.4534054,-5.362171,-2.5849195,3.1558611,0.6111174,-4.618275,8.51593,-5.1093106
male,-6.6249084,0.24589673,2.2972238,-2.588994,4.4332895,-1.2745911,-7.283473,-7.2912097,-5.736489,-10.25155,2.5238094,6.4291368,3.9943998,-0.8757426,-9.792576,-5.931075,1.2905136,6.0677295,5.081461,0.28293654,6.803733,-3.402549,-1.4330426,4.155249,-4.617747,-3.4442983,5.442184,-0.6796302,-0.8681562,3.4544592,-1.7276713,8.313946,6.4852834,-1.2228273,0.118429035,4.006376,5.688642,1.4864746,-2.4641206,1.3249489,-5.4458385,7.4048066,1.3276478,5.29018,-9.416679,-0.35171914,-8.568272,-2.344988,-1.0701318,2.2996335,1.8748188,-2.346244,-4.917668,3.6269646,8.258736,2.0749898,7.135343,1.7271382,-0.41360337,-0.13965055,2.3977585,0.27702823,1.7824823,-6.7697053,-1.7929344,5.019231,-2.229919,-1.4625151,-5.2022715,7.015952,0.519911,-4.151926,0.106357954,-2.2108645,-2.7460158,-11.006088,-1.3898765,-3.9166896,3.8003626,5.201911,3.9082875,-1.5321758,1.4229572,4.7472773,2.095511,-3.1764004,0.2709478,5.874914,-1.4229035,-0.09098926,4.3597984,-1.6719437,-11.811852,-4.325294,0.010404803,-1.3541737,-7.188934,2.4109287,6.463313,-0.867637,0.107135475,3.831377,-7.6758347,-7.151467,-7.1693816,-5.062613,2.016612,-4.9329014,0.6238952,-2.3778198,10.267422,2.2933264,-1.037298,0.17158453,-3.7507887,3.7642236,-0.9610009,-1.8254944,-1.9495428,-0.20226145,4.2965074,0.26517907,-1.520469,4.6893983,-0.6445145,5.256828,-3.8317,6.2290373
malevolent,-1.1369215,1.1359268,1.0192157,7.809984,3.245393,0.36725008,-1.020628,-1.4707782,-3.1264322,-1.2695636,2.79288,-3.1648374,-1.2113627,-0.22100812,1.8360038,-2.6063097,0.1093851,-4.6324353,-4.145998,2.2439222,10.037814,-1.4828105,1.5298153,-4.988556,-1.2408975,-2.3042026,0.52382827,6.8291073,3.6723335,0.44316208,1.0189914,-3.9277582,5.758131,-5.811598,-5.667677,-0.903406,3.3168213,1.3838851,-4.619976,0.65119696,2.0267599,-0.2813551,-6.3040743,1.0983273,3.3680186,1.2122847,-4.1010733,2.6725497,-4.2476683,4.2817163,-2.9945939,-4.587362,-5.542253,-3.6301725,-1.3070573,-3.5770404,6.7489786,3.3029284,11.495711,-8.533926,1.6158946,-2.9255,-2.0282447,2.1554024,-1.5598545,0.32475027,-0.6918441,2.9274437,6.2069273,0.9375176,-3.1871264,-5.2263007,3.4055371,-5.132207,7.024153,0.060508147,-2.0259092,1.094539,1.5214527,6.476976,-2.839379,4.1501613,6.323889,-0.36310503,-0.0054180943,2.4000766,-1.3057398,2.5545514,5.249485,1.462825,4.467041,-2.9184127,-4.9736686,3.2860968,-0.25476745,0.050915837,-0.8001296,-4.4417596,8.416999,0.037472773,-6.4460793,-2.1451924,10.875845,3.0802894,-2.636251,2.963415,-2.9681349,-1.7616266,4.700332,0.7256916,2.8373086,-0.093591414,2.0973327,-2.5501106,-3.3362303,-4.106676,6.32664,-1.8935592,-1.6049112,9.929726,0.48609835,2.1270368,4.259731,1.00435,0.8842774,-0.71757233,10.2245865,-1.5458207
malevolently,-4.429036,0.99898326,-0.62534827,-2.5985,0.8114866,-3.3142743,1.071592,-0.76227975,-2.3903997,2.7822833,0.7444469,-9.4780445,-10.679148,5.366916,-4.127287,8.572687,-2.7469378,3.2454636,0.20115854,1.1256611,2.7930608,-1.1077852,-0.4680564,6.697939,-7.3331437,-1.2863824,5.345097,-3.0964162,-2.3129685,-2.7724729,-1.6707255,0.23871624,1.0651747,0.018933738,-0.10192462,-4.7816796,0.7190703,5.8812633,1.6972222,2.2298586,-2.1409674,1.2618607,-7.4204407,-3.0018663,-1.4572206,-4.3458805,-3.5477567,-2.1149375,4.938603,5.038653,3.1207817,-4.743955,2.514045,-7.807522,-4.9138436,-6.728693,1.0842581,-4.479882,2.6327198,-3.282766,1.9626455,8.479474,5.746742,-2.5953767,-5.6605244,-2.4187698,7.9553003,-2.6017704,-4.484382,0.16535488,2.5409317,-9.437077,6.0124063,-5.331374,-5.891345,0.019623699,0.0016082714,7.994706,10.878344,1.3070002,0.46190533,-0.98899835,-4.264837,-0.36955544,0.95141584,-6.845486,2.0249045,2.453123,-4.512352,0.8670944,0.24947271,2.7970643,-9.170314,-2.5553772,-1.0523667,6.0406065,0.5438613,-1.1668248,5.13737,4.361125,-0.29839888,-2.1259127,7.4529767,-3.2596653,2.4915476,0.74547493,-5.597775,-0.45455962,-5.1674004,0.5755208,1.832406,-0.48253137,2.3850634,-2.436994,-0.9602536,6.4693727,-3.0197875,4.719789,-1.0971878,10.981383,4.5999193,-1.8317338,-5.224956,0.66734034,-4.8792663,5.2613864,3.630467,-8.189498
malfoy,1.0358655,-1.9635634,-0.05855809,1.1466641,-0.24665257,0.5501191,0.050921254,-1.5156518,0.1924572,-0.6347634,0.63233995,0.01113352,-0.50108707,-1.5970038,-0.4754428,1.416599,1.1481853,-1.1612973,0.6828551,0.97048223,-0.068729356,-0.5726986,-1.17008,1.8934692,0.91571224,-0.3572494,0.4715584,-0.6911458,0.52271265,1.0648079,2.1563683,-1.0061697,-1.6858124,-2.2614644,1.1989003,-2.3542864,2.6304092,0.7934396,0.7653232,0.6744374,-0.42159486,0.4957153,0.49803558,0.4122599,0.9930391,-0.3345714,0.99020225,-2.030435,0.98352516,-0.41820562,-0.42456132,0.09411114,-0.69757503,-0.17551072,0.9078246,0.009344084,0.11403,-1.5839978,0.14876351,0.9213662,-0.22719117,-0.731296,1.6201181,1.9174082,2.219415,-1.421487,-1.363434,-0.076749764,0.11412984,-0.57034415,-2.9058814,1.1640332,-0.6688736,-1.6477627,1.2549189,0.514532,0.17192733,1.6579349,1.3446081,2.6729832,-0.064359315,0.7810242,-0.21832843,-0.7193484,0.96030205,-3.373019,-0.45005506,-2.4968052,-0.43126538,-1.8293029,-0.90921783,0.34600344,0.15941729,-0.3456481,0.69612783,-0.9104943,0.07283135,1.2011635,1.7878516,-1.2972132,-1.1889067,-0.024326181,-0.12579605,0.8993253,0.37807965,2.0844822,-1.7494798,-1.330081,0.13953301,1.6901917,-1.2436874,0.5556539,-0.26992616,0.5717975,0.14248338,0.05194956,0.91446674,-0.79816175,1.4835194,-0.8814283,0.83506566,-0.8198429,0.9625735,-0.68678266,-1.6462581,0.26780954,-0.7445527,-0.495973
